684.5269604	57.21127549	238.4864167	-6.462972222
710.9534177	217.189506	238.4812083	-6.518827778
869.7134729	331.7864983	238.4289583	-6.562361111
844.1822753	365.938034	238.4386667	-6.573513889
760.5651055	501.8347701	238.4712083	-6.618316667
710.1392434	717.2781133	238.494125	-6.691502778
751.722223	821.8472526	238.4821667	-6.728677778
580.731902	827.4147589	238.541625	-6.726255556
467.9578847	686.8278462	238.577375	-6.674963889
448.6481383	572.1753073	238.5811667	-6.6348
447.8142511	176.3453563	238.5715833	-6.498194444
502.0675286	215.9242908	238.5537083	-6.513244444
